Year,CountryName,Region,IncomeGroup,NoOfVisitors
2005,Lao PDR,East Asia & Pacific,Lower middle income,672000
2005,Lebanon,Middle East & North Africa,Upper middle income,1140000
2005,Liberia,Sub-Saharan Africa,Low income,0
2005,Libya,Middle East & North Africa,Upper middle income,81000
2005,St. Lucia,Latin America & Caribbean,Upper middle income,318000
2005,Latin America & Caribbean (all income levels),Others,Others,63925680
2005,Least developed countries: UN classification,Others,Others,10998116
2005,Low income,Others,Others,8947913
2005,Liechtenstein,Europe & Central Asia,High income,50000
2005,Sri Lanka,South Asia,Lower middle income,549000
2005,Lower middle income,Others,Others,66057780
2005,Low & middle income,Others,Others,259737079
2005,Lesotho,Sub-Saharan Africa,Lower middle income,304000
2005,Lithuania,Europe & Central Asia,High income,2000000
2005,Luxembourg,Europe & Central Asia,High income,913000
2005,Latvia,Europe & Central Asia,High income,1116000
2005,"Macao SAR, China",East Asia & Pacific,High income,9014000
2005,St. Martin (French part),Latin America & Caribbean,High income,0
2005,Morocco,Middle East & North Africa,Lower middle income,5843000
2005,Monaco,Europe & Central Asia,High income,286000
2005,Moldova,Europe & Central Asia,Lower middle income,23000
2005,Madagascar,Sub-Saharan Africa,Low income,277000
2005,Maldives,South Asia,Upper middle income,395000
2005,Middle East & North Africa (all income levels),Others,Others,63573240
2005,Mexico,Latin America & Caribbean,Upper middle income,21915000
2005,Marshall Islands,East Asia & Pacific,Upper middle income,9000
2005,Middle income,Others,Others,248111456
2005,"Macedonia, FYR",Europe & Central Asia,Upper middle income,197000
2005,Mali,Sub-Saharan Africa,Low income,143000
2005,Malta,Middle East & North Africa,High income,1171000
2005,Myanmar,East Asia & Pacific,Lower middle income,660000
2005,Middle East & North Africa (developing only),Others,Others,35235835
2005,Montenegro,Europe & Central Asia,Upper middle income,272000
2005,Mongolia,East Asia & Pacific,Upper middle income,338000
2005,Northern Mariana Islands,East Asia & Pacific,High income,498000
2005,Mozambique,Sub-Saharan Africa,Low income,578000
2005,Mauritania,Sub-Saharan Africa,Lower middle income,0
2005,Mauritius,Sub-Saharan Africa,Upper middle income,761000
2005,Malawi,Sub-Saharan Africa,Low income,438000
2005,Malaysia,East Asia & Pacific,Upper middle income,16431000
2005,North America,Others,Others,68247000
2005,Namibia,Sub-Saharan Africa,Upper middle income,778000
2005,New Caledonia,East Asia & Pacific,High income,101000
2005,Niger,Sub-Saharan Africa,Low income,58000
2005,Nigeria,Sub-Saharan Africa,Lower middle income,1010000
2005,Nicaragua,Latin America & Caribbean,Lower middle income,712000
2005,Netherlands,Europe & Central Asia,High income,10012000
2005,High income: nonOECD,Others,Others,115453331
2005,Norway,Europe & Central Asia,High income,3824000
2005,Nepal,South Asia,Low income,375000
2005,New Zealand,East Asia & Pacific,High income,2353000
2005,High income: OECD,Others,Others,447822000
2005,OECD members,Others,Others,490010000
2005,Oman,Middle East & North Africa,High income,891000
2005,Other small states,Others,Others,6165290
2005,Pakistan,South Asia,Lower middle income,798000
2005,Panama,Latin America & Caribbean,Upper middle income,702000
2005,Peru,Latin America & Caribbean,Upper middle income,1571000
2005,Philippines,East Asia & Pacific,Lower middle income,2623000
2005,Palau,East Asia & Pacific,Upper middle income,81000
2005,Papua New Guinea,East Asia & Pacific,Lower middle income,69000
2005,Poland,Europe & Central Asia,High income,15200000
2005,Puerto Rico,Latin America & Caribbean,High income,3686000
2005,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2005,Portugal,Europe & Central Asia,High income,5769000
2005,Paraguay,Latin America & Caribbean,Upper middle income,341000
2005,Pacific island small states,Others,Others,874200
2005,French Polynesia,East Asia & Pacific,High income,208000
2005,Qatar,Middle East & North Africa,High income,913000
2005,Romania,Europe & Central Asia,Upper middle income,5839000
2005,Russian Federation,Europe & Central Asia,High income,22201000
2005,Rwanda,Sub-Saharan Africa,Low income,0
2005,South Asia,Others,Others,6383841
2005,Saudi Arabia,Middle East & North Africa,High income,8037000
2005,Sudan,Sub-Saharan Africa,Lower middle income,246000
2005,Senegal,Sub-Saharan Africa,Lower middle income,769000
2005,Singapore,East Asia & Pacific,High income,7079000
2005,Solomon Islands,East Asia & Pacific,Lower middle income,9000
2005,Sierra Leone,Sub-Saharan Africa,Low income,40000
2005,El Salvador,Latin America & Caribbean,Lower middle income,1127000
2005,San Marino,Europe & Central Asia,High income,50000
2005,Somalia,Sub-Saharan Africa,Low income,0
2005,Serbia,Europe & Central Asia,Upper middle income,453000
2005,Sub-Saharan Africa (developing only),Others,Others,24650132
2005,South Sudan,Sub-Saharan Africa,Low income,0
2005,Sub-Saharan Africa (all income levels),Others,Others,24813415
2005,Small states,Others,Others,12849868
2005,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,16000
2005,Suriname,Latin America & Caribbean,Upper middle income,161000
2005,Slovak Republic,Europe & Central Asia,High income,6184000
2005,Slovenia,Europe & Central Asia,High income,1555000
2005,Sweden,Europe & Central Asia,High income,4883000
2005,Swaziland,Sub-Saharan Africa,Lower middle income,837000
2005,Sint Maarten (Dutch part),Latin America & Caribbean,High income,468000
2005,Seychelles,Sub-Saharan Africa,High income,129000
2005,Syrian Arab Republic,Middle East & North Africa,Lower middle income,3571000
2005,Turks and Caicos Islands,Latin America & Caribbean,High income,176000
2005,Chad,Sub-Saharan Africa,Low income,0
2005,Togo,Sub-Saharan Africa,Low income,81000
2005,Thailand,East Asia & Pacific,Upper middle income,11567000
2005,Tajikistan,Europe & Central Asia,Lower middle income,0
2005,Turkmenistan,Europe & Central Asia,Upper middle income,12000
2005,Timor-Leste,East Asia & Pacific,Lower middle income,0
2005,Tonga,East Asia & Pacific,Upper middle income,42000
2005,Trinidad and Tobago,Latin America & Caribbean,High income,463000
2005,Tunisia,Middle East & North Africa,Upper middle income,6378000
2005,Turkey,Europe & Central Asia,Upper middle income,20273000
2005,Tuvalu,East Asia & Pacific,Upper middle income,1100
2005,Tanzania,Sub-Saharan Africa,Low income,590000
2005,Uganda,Sub-Saharan Africa,Low income,468000
2005,Ukraine,Europe & Central Asia,Lower middle income,17631000
2005,Upper middle income,Others,Others,181370437
2005,Uruguay,Latin America & Caribbean,High income,1808000
2005,United States,North America,High income,49206000
2005,Uzbekistan,Europe & Central Asia,Lower middle income,242000
2005,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,96000
2005,"Venezuela, RB",Latin America & Caribbean,High income,706000
2005,Virgin Islands (U.S.),Latin America & Caribbean,High income,593000
2005,Vietnam,East Asia & Pacific,Lower middle income,3477000
2005,Vanuatu,East Asia & Pacific,Lower middle income,62000
2005,West Bank and Gaza,Middle East & North Africa,Lower middle income,88000
2005,World,Others,Others,837154429
2005,Samoa,East Asia & Pacific,Lower middle income,102000
2005,"Yemen, Rep.",Middle East & North Africa,Lower middle income,336000
2005,South Africa,Sub-Saharan Africa,Upper middle income,7369000
2005,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,61000
2005,Zambia,Sub-Saharan Africa,Lower middle income,669000
2005,Zimbabwe,Sub-Saharan Africa,Low income,1559000
2006,Aruba,Latin America & Caribbean,High income,694000
2006,Andorra,Europe & Central Asia,High income,2227000
2006,Afghanistan,South Asia,Low income,0
2006,Angola,Sub-Saharan Africa,Upper middle income,121000
2006,Albania,Europe & Central Asia,Upper middle income,0
2006,Arab World,Others,Others,68067654
2006,United Arab Emirates,Middle East & North Africa,High income,0
2006,Argentina,Latin America & Caribbean,High income,4173000
2006,Armenia,Europe & Central Asia,Lower middle income,382000
2006,American Samoa,East Asia & Pacific,Upper middle income,25000
2006,Antigua and Barbuda,Latin America & Caribbean,High income,254000
2006,Australia,East Asia & Pacific,High income,5532000
2006,Austria,Europe & Central Asia,High income,20269000
2006,Azerbaijan,Europe & Central Asia,Upper middle income,682000
2006,Burundi,Sub-Saharan Africa,Low income,214000
2006,Belgium,Europe & Central Asia,High income,6995000
2006,Benin,Sub-Saharan Africa,Low income,180000
2006,Burkina Faso,Sub-Saharan Africa,Low income,264000
2006,Bangladesh,South Asia,Lower middle income,200000
2006,Bulgaria,Europe & Central Asia,Upper middle income,5158000
2006,Bahrain,Middle East & North Africa,High income,7289000
2006,"Bahamas, The",Latin America & Caribbean,High income,1601000
2006,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,256000
2006,Belarus,Europe & Central Asia,Upper middle income,90000
2006,Belize,Latin America & Caribbean,Upper middle income,247000
2006,Bermuda,North America,High income,299000
2006,Bolivia,Latin America & Caribbean,Lower middle income,521000
2006,Brazil,Latin America & Caribbean,Upper middle income,5017000
2006,Barbados,Latin America & Caribbean,High income,563000
2006,Brunei Darussalam,East Asia & Pacific,High income,158000
2006,Bhutan,South Asia,Lower middle income,17000
2006,Botswana,Sub-Saharan Africa,Upper middle income,1426000
2006,Central African Republic,Sub-Saharan Africa,Low income,14000
2006,Canada,North America,High income,18265000
2006,Central Europe and the Baltics,Others,Others,67502000
2006,Switzerland,Europe & Central Asia,High income,7863000
2006,Channel Islands,Europe & Central Asia,High income,0
2006,Chile,Latin America & Caribbean,High income,2253000
2006,China,East Asia & Pacific,Upper middle income,49913000
2006,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,0
2006,Cameroon,Sub-Saharan Africa,Lower middle income,451000
2006,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,46000
2006,Colombia,Latin America & Caribbean,Upper middle income,2045000
2006,Comoros,Sub-Saharan Africa,Low income,29000
2006,Cabo Verde,Sub-Saharan Africa,Lower middle income,242000
2006,Costa Rica,Latin America & Caribbean,Upper middle income,1725000
2006,Caribbean small states,Others,Others,5814000
2006,Cuba,Latin America & Caribbean,Upper middle income,2150000
2006,Curacao,Latin America & Caribbean,High income,234000
2006,Cayman Islands,Latin America & Caribbean,High income,267000
2006,Cyprus,Europe & Central Asia,High income,2401000
2006,Czech Republic,Europe & Central Asia,High income,9539000
2006,Germany,Europe & Central Asia,High income,23569000
2006,Djibouti,Middle East & North Africa,Lower middle income,40000
2006,Dominica,Latin America & Caribbean,Upper middle income,84000
2006,Denmark,Europe & Central Asia,High income,9256000
2006,Dominican Republic,Latin America & Caribbean,Upper middle income,3965000
2006,Algeria,Middle East & North Africa,Upper middle income,1638000
2006,East Asia & Pacific (developing only),Others,Others,98377756
2006,East Asia & Pacific (all income levels),Others,Others,160073295
2006,Europe & Central Asia (developing only),Others,Others,60013600
2006,Europe & Central Asia (all income levels),Others,Others,477720708
2006,Ecuador,Latin America & Caribbean,Upper middle income,841000
2006,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,8646000
2006,Euro area,Others,Others,290598000
2006,Eritrea,Sub-Saharan Africa,Low income,78000
2006,Spain,Europe & Central Asia,High income,58004000
2006,Estonia,Europe & Central Asia,High income,1940000
2006,Ethiopia,Sub-Saharan Africa,Low income,330000
2006,European Union,Others,Others,388888000
2006,Fragile and conflict affected situations,Others,Others,15191458
2006,Finland,Europe & Central Asia,High income,3375000
2006,Fiji,East Asia & Pacific,Upper middle income,549000
2006,France,Europe & Central Asia,High income,77916000
2006,Faroe Islands,Europe & Central Asia,High income,0
2006,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,19000
2006,Gabon,Sub-Saharan Africa,Upper middle income,0
2006,United Kingdom,Europe & Central Asia,High income,30654000
2006,Georgia,Europe & Central Asia,Lower middle income,983000
2006,Ghana,Sub-Saharan Africa,Lower middle income,497000
2006,Guinea,Sub-Saharan Africa,Low income,46000
2006,"Gambia, The",Sub-Saharan Africa,Low income,125000
2006,Guinea-Bissau,Sub-Saharan Africa,Low income,12000
2006,Equatorial Guinea,Sub-Saharan Africa,High income,0
2006,Greece,Europe & Central Asia,High income,16039000
2006,Grenada,Latin America & Caribbean,Upper middle income,119000
2006,Greenland,Europe & Central Asia,High income,0
2006,Guatemala,Latin America & Caribbean,Lower middle income,0
2006,Guam,East Asia & Pacific,High income,1212000
2006,Guyana,Latin America & Caribbean,Lower middle income,113000
2006,High income,Others,Others,592003543
2006,"Hong Kong SAR, China",East Asia & Pacific,High income,15821000
2006,Honduras,Latin America & Caribbean,Lower middle income,739000
2006,Heavily indebted poor countries (HIPC),Others,Others,11506666
2006,Croatia,Europe & Central Asia,High income,7988000
2006,Haiti,Latin America & Caribbean,Low income,108000
2006,Hungary,Europe & Central Asia,High income,9259000
2006,Indonesia,East Asia & Pacific,Lower middle income,4871000
2006,Isle of Man,Europe & Central Asia,High income,0
2006,India,South Asia,Lower middle income,4447000
2006,Ireland,Europe & Central Asia,High income,8001000
2006,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2735000
2006,Iraq,Middle East & North Africa,Upper middle income,0
2006,Iceland,Europe & Central Asia,High income,422000
2006,Israel,Middle East & North Africa,High income,1825000
2006,Italy,Europe & Central Asia,High income,41058000
2006,Jamaica,Latin America & Caribbean,Upper middle income,1679000
2006,Jordan,Middle East & North Africa,Upper middle income,3225000
2006,Japan,East Asia & Pacific,High income,7334000
2006,Kazakhstan,Europe & Central Asia,Upper middle income,3468000
